agenc,site_no,datetime,flow
USGS,8069000,6/16/1980,20
USGS,8069000,6/17/1980,14
USGS,8069000,6/18/1980,14
USGS,8069000,6/19/1980,13
USGS,8069000,6/20/1980,13
USGS,8069000,6/21/1980,13
USGS,8069000,6/22/1980,39
USGS,8069000,6/23/1980,30
USGS,8069000,6/24/1980,16
USGS,8069000,6/25/1980,12
USGS,8069000,6/26/1980,11
USGS,8069000,6/27/1980,12
USGS,8069000,6/28/1980,12
USGS,8069000,6/29/1980,12
USGS,8069000,6/30/1980,12
USGS,8069000,7/1/1980,12
USGS,8069000,7/2/1980,12
USGS,8069000,7/3/1980,13
USGS,8069000,7/4/1980,12
USGS,8069000,7/5/1980,11
USGS,8069000,7/6/1980,11
USGS,8069000,7/7/1980,12
USGS,8069000,7/8/1980,12
USGS,8069000,7/9/1980,12
USGS,8069000,7/10/1980,13
USGS,8069000,7/11/1980,16
USGS,8069000,7/12/1980,19
USGS,8069000,7/13/1980,14
USGS,8069000,7/14/1980,15
USGS,8069000,7/15/1980,15
USGS,8069000,7/16/1980,20
USGS,8069000,7/17/1980,26
USGS,8069000,7/18/1980,19
USGS,8069000,7/19/1980,20
USGS,8069000,7/20/1980,20
USGS,8069000,7/21/1980,22
USGS,8069000,7/22/1980,25
USGS,8069000,7/23/1980,40
USGS,8069000,7/24/1980,42
USGS,8069000,7/25/1980,32
USGS,8069000,7/26/1980,30
USGS,8069000,7/27/1980,26
USGS,8069000,7/28/1980,231
USGS,8069000,7/29/1980,130
USGS,8069000,7/30/1980,60
USGS,8069000,7/31/1980,37
USGS,8069000,8/1/1980,28
USGS,8069000,8/2/1980,23
USGS,8069000,8/3/1980,20
USGS,8069000,8/4/1980,19
USGS,8069000,8/5/1980,32
USGS,8069000,8/6/1980,19
USGS,8069000,8/7/1980,13
USGS,8069000,8/8/1980,15
USGS,8069000,8/9/1980,16
USGS,8069000,8/10/1980,14
USGS,8069000,8/11/1980,14
USGS,8069000,8/12/1980,12
USGS,8069000,8/13/1980,11
USGS,8069000,8/14/1980,12
USGS,8069000,8/15/1980,36
USGS,8069000,8/16/1980,91
USGS,8069000,8/17/1980,18
USGS,8069000,8/18/1980,13
USGS,8069000,8/19/1980,11
USGS,8069000,8/20/1980,12
USGS,8069000,8/21/1980,13
USGS,8069000,8/22/1980,12
USGS,8069000,8/23/1980,12
USGS,8069000,8/24/1980,18
USGS,8069000,8/25/1980,13
USGS,8069000,8/26/1980,12
USGS,8069000,8/27/1980,35
USGS,8069000,8/28/1980,22
USGS,8069000,8/29/1980,23
USGS,8069000,8/30/1980,24
USGS,8069000,8/31/1980,28
USGS,8069000,9/1/1980,21
USGS,8069000,9/2/1980,17
USGS,8069000,9/3/1980,17
USGS,8069000,9/4/1980,12
USGS,8069000,9/5/1980,29
USGS,8069000,9/6/1980,653
USGS,8069000,9/7/1980,433
USGS,8069000,9/8/1980,209
USGS,8069000,9/9/1980,176
USGS,8069000,9/10/1980,143
USGS,8069000,9/11/1980,108
USGS,8069000,9/12/1980,78
USGS,8069000,9/13/1980,60
USGS,8069000,9/14/1980,49
USGS,8069000,9/15/1980,43
USGS,8069000,9/16/1980,38
USGS,8069000,9/17/1980,36
USGS,8069000,9/18/1980,32
USGS,8069000,9/19/1980,30
USGS,8069000,9/20/1980,29
USGS,8069000,9/21/1980,47
USGS,8069000,9/22/1980,40
USGS,8069000,9/23/1980,38
USGS,8069000,9/24/1980,37
USGS,8069000,9/25/1980,39
USGS,8069000,9/26/1980,47
USGS,8069000,9/27/1980,42
USGS,8069000,9/28/1980,54
USGS,8069000,9/29/1980,54
USGS,8069000,9/30/1980,512
USGS,8069000,10/1/1980,256
USGS,8069000,10/2/1980,252
USGS,8069000,10/3/1980,162
USGS,8069000,10/4/1980,92
USGS,8069000,10/5/1980,66
USGS,8069000,10/6/1980,52
USGS,8069000,10/7/1980,42
USGS,8069000,10/8/1980,37
USGS,8069000,10/9/1980,35
USGS,8069000,10/10/1980,31
USGS,8069000,10/11/1980,34
USGS,8069000,10/12/1980,50
USGS,8069000,10/13/1980,46
USGS,8069000,10/14/1980,34
USGS,8069000,10/15/1980,66
USGS,8069000,10/16/1980,1080
USGS,8069000,10/17/1980,957
USGS,8069000,10/18/1980,1190
USGS,8069000,10/19/1980,2140
USGS,8069000,10/20/1980,1660
USGS,8069000,10/21/1980,1230
USGS,8069000,10/22/1980,912
USGS,8069000,10/23/1980,664
USGS,8069000,10/24/1980,363
USGS,8069000,10/25/1980,194
USGS,8069000,10/26/1980,124
USGS,8069000,10/27/1980,92
USGS,8069000,10/28/1980,68
USGS,8069000,10/29/1980,62
USGS,8069000,10/30/1980,103
USGS,8069000,10/31/1980,78
USGS,8069000,11/1/1980,56
USGS,8069000,11/2/1980,45
USGS,8069000,11/3/1980,36
USGS,8069000,11/4/1980,31
USGS,8069000,11/5/1980,24
USGS,8069000,11/6/1980,21
USGS,8069000,11/7/1980,19
USGS,8069000,11/8/1980,18
USGS,8069000,11/9/1980,16
USGS,8069000,11/10/1980,17
USGS,8069000,11/11/1980,15
USGS,8069000,11/12/1980,14
USGS,8069000,11/13/1980,13
USGS,8069000,11/14/1980,15
USGS,8069000,11/15/1980,23
USGS,8069000,11/16/1980,17
USGS,8069000,11/17/1980,43
USGS,8069000,11/18/1980,18
USGS,8069000,11/19/1980,13
USGS,8069000,11/20/1980,13
USGS,8069000,11/21/1980,12
USGS,8069000,11/22/1980,39
USGS,8069000,11/23/1980,33
USGS,8069000,11/24/1980,18
USGS,8069000,11/25/1980,41
USGS,8069000,11/26/1980,219
USGS,8069000,11/27/1980,229
USGS,8069000,11/28/1980,225
USGS,8069000,11/29/1980,146
USGS,8069000,11/30/1980,82
USGS,8069000,12/1/1980,50
USGS,8069000,12/2/1980,39
USGS,8069000,12/3/1980,31
USGS,8069000,12/4/1980,26
USGS,8069000,12/5/1980,24
USGS,8069000,12/6/1980,23
USGS,8069000,12/7/1980,21
USGS,8069000,12/8/1980,78
USGS,8069000,12/9/1980,415
USGS,8069000,12/10/1980,133
USGS,8069000,12/11/1980,91
USGS,8069000,12/12/1980,57
USGS,8069000,12/13/1980,37
USGS,8069000,12/14/1980,29
USGS,8069000,12/15/1980,26
USGS,8069000,12/16/1980,24
USGS,8069000,12/17/1980,21
USGS,8069000,12/18/1980,19
USGS,8069000,12/19/1980,19
USGS,8069000,12/20/1980,17
USGS,8069000,12/21/1980,16
USGS,8069000,12/22/1980,15
USGS,8069000,12/23/1980,15
USGS,8069000,12/24/1980,14
USGS,8069000,12/25/1980,13
USGS,8069000,12/26/1980,13
USGS,8069000,12/27/1980,12
USGS,8069000,12/28/1980,12
USGS,8069000,12/29/1980,13
USGS,8069000,12/30/1980,13
USGS,8069000,12/31/1980,13
USGS,8069000,1/1/1981,13
USGS,8069000,1/2/1981,14
USGS,8069000,1/3/1981,13
USGS,8069000,1/4/1981,12
USGS,8069000,1/5/1981,12
USGS,8069000,1/6/1981,12
USGS,8069000,1/7/1981,12
USGS,8069000,1/8/1981,13
USGS,8069000,1/9/1981,14
USGS,8069000,1/10/1981,13
USGS,8069000,1/11/1981,12
USGS,8069000,1/12/1981,12
USGS,8069000,1/13/1981,12
USGS,8069000,1/14/1981,11
USGS,8069000,1/15/1981,11
USGS,8069000,1/16/1981,11
USGS,8069000,1/17/1981,11
USGS,8069000,1/18/1981,11
USGS,8069000,1/19/1981,100
USGS,8069000,1/20/1981,600
USGS,8069000,1/21/1981,800
USGS,8069000,1/22/1981,400
USGS,8069000,1/23/1981,250
USGS,8069000,1/24/1981,150
USGS,8069000,1/25/1981,80
USGS,8069000,1/26/1981,50
USGS,8069000,1/27/1981,40
USGS,8069000,1/28/1981,30
USGS,8069000,1/29/1981,27
USGS,8069000,1/30/1981,24
USGS,8069000,1/31/1981,21
USGS,8069000,2/1/1981,19
USGS,8069000,2/2/1981,17
USGS,8069000,2/3/1981,16
USGS,8069000,2/4/1981,15
USGS,8069000,2/5/1981,150
USGS,8069000,2/6/1981,149
USGS,8069000,2/7/1981,73
USGS,8069000,2/8/1981,54
USGS,8069000,2/9/1981,38
USGS,8069000,2/10/1981,46
USGS,8069000,2/11/1981,30
USGS,8069000,2/12/1981,25
USGS,8069000,2/13/1981,22
USGS,8069000,2/14/1981,18
USGS,8069000,2/15/1981,16
USGS,8069000,2/16/1981,16
USGS,8069000,2/17/1981,14
USGS,8069000,2/18/1981,13
USGS,8069000,2/19/1981,14
USGS,8069000,2/20/1981,14
USGS,8069000,2/21/1981,30
USGS,8069000,2/22/1981,80
USGS,8069000,2/23/1981,21
USGS,8069000,2/24/1981,15
USGS,8069000,2/25/1981,33
USGS,8069000,2/26/1981,39
USGS,8069000,2/27/1981,31
USGS,8069000,2/28/1981,31
USGS,8069000,3/1/1981,24
USGS,8069000,3/2/1981,20
USGS,8069000,3/3/1981,17
USGS,8069000,3/4/1981,429
USGS,8069000,3/5/1981,129
USGS,8069000,3/6/1981,93
USGS,8069000,3/7/1981,43
USGS,8069000,3/8/1981,30
USGS,8069000,3/9/1981,24
USGS,8069000,3/10/1981,19
USGS,8069000,3/11/1981,15
USGS,8069000,3/12/1981,22
USGS,8069000,3/13/1981,68
USGS,8069000,3/14/1981,36
USGS,8069000,3/15/1981,28
USGS,8069000,3/16/1981,22
USGS,8069000,3/17/1981,18
USGS,8069000,3/18/1981,16
USGS,8069000,3/19/1981,14
USGS,8069000,3/20/1981,13
USGS,8069000,3/21/1981,14
USGS,8069000,3/22/1981,14
USGS,8069000,3/23/1981,13
USGS,8069000,3/24/1981,11
USGS,8069000,3/25/1981,11
USGS,8069000,3/26/1981,11
USGS,8069000,3/27/1981,11
USGS,8069000,3/28/1981,11
USGS,8069000,3/29/1981,44
USGS,8069000,3/30/1981,27
USGS,8069000,3/31/1981,14
USGS,8069000,4/1/1981,11
USGS,8069000,4/2/1981,11
USGS,8069000,4/3/1981,12
USGS,8069000,4/4/1981,15
USGS,8069000,4/5/1981,14
USGS,8069000,4/6/1981,13
USGS,8069000,4/7/1981,12
USGS,8069000,4/8/1981,12
USGS,8069000,4/9/1981,12
USGS,8069000,4/10/1981,11
USGS,8069000,4/11/1981,11
USGS,8069000,4/12/1981,11
USGS,8069000,4/13/1981,11
USGS,8069000,4/14/1981,10
USGS,8069000,4/15/1981,10
USGS,8069000,4/16/1981,10
USGS,8069000,4/17/1981,10
USGS,8069000,4/18/1981,15
USGS,8069000,4/19/1981,30
USGS,8069000,4/20/1981,20
USGS,8069000,4/21/1981,17
USGS,8069000,4/22/1981,17
USGS,8069000,4/23/1981,582
USGS,8069000,4/24/1981,677
USGS,8069000,4/25/1981,562
USGS,8069000,4/26/1981,284
USGS,8069000,4/27/1981,132
USGS,8069000,4/28/1981,132
USGS,8069000,4/29/1981,88
USGS,8069000,4/30/1981,50
USGS,8069000,5/1/1981,30
USGS,8069000,5/2/1981,20
USGS,8069000,5/3/1981,1380
USGS,8069000,5/4/1981,2920
USGS,8069000,5/5/1981,1340
USGS,8069000,5/6/1981,889
USGS,8069000,5/7/1981,515
USGS,8069000,5/8/1981,168
USGS,8069000,5/9/1981,478
USGS,8069000,5/10/1981,1130
USGS,8069000,5/11/1981,725
USGS,8069000,5/12/1981,380
USGS,8069000,5/13/1981,150
USGS,8069000,5/14/1981,80
USGS,8069000,5/15/1981,60
USGS,8069000,5/16/1981,70
USGS,8069000,5/17/1981,90
USGS,8069000,5/18/1981,150
USGS,8069000,5/19/1981,160
USGS,8069000,5/20/1981,70
USGS,8069000,5/21/1981,50
USGS,8069000,5/22/1981,40
USGS,8069000,5/23/1981,32
USGS,8069000,5/24/1981,28
USGS,8069000,5/25/1981,25
USGS,8069000,5/26/1981,30
USGS,8069000,5/27/1981,40
USGS,8069000,5/28/1981,30
USGS,8069000,5/29/1981,20
USGS,8069000,5/30/1981,26
USGS,8069000,5/31/1981,41
USGS,8069000,6/1/1981,112
USGS,8069000,6/2/1981,153
USGS,8069000,6/3/1981,378
USGS,8069000,6/4/1981,195
USGS,8069000,6/5/1981,1060
USGS,8069000,6/6/1981,243
USGS,8069000,6/7/1981,134
USGS,8069000,6/8/1981,67
USGS,8069000,6/9/1981,41
USGS,8069000,6/10/1981,123
USGS,8069000,6/11/1981,1200
USGS,8069000,6/12/1981,865
USGS,8069000,6/13/1981,932
USGS,8069000,6/14/1981,826
USGS,8069000,6/15/1981,664
USGS,8069000,6/16/1981,363
USGS,8069000,6/17/1981,179
USGS,8069000,6/18/1981,408
USGS,8069000,6/19/1981,394
USGS,8069000,6/20/1981,284
USGS,8069000,6/21/1981,210
USGS,8069000,6/22/1981,115
USGS,8069000,6/23/1981,90
USGS,8069000,6/24/1981,240
USGS,8069000,6/25/1981,490
USGS,8069000,6/26/1981,330
USGS,8069000,6/27/1981,380
USGS,8069000,6/28/1981,280
USGS,8069000,6/29/1981,200
USGS,8069000,6/30/1981,140
USGS,8069000,7/1/1981,100
USGS,8069000,7/2/1981,85
USGS,8069000,7/3/1981,82
USGS,8069000,7/4/1981,200
USGS,8069000,7/5/1981,1200
USGS,8069000,7/6/1981,1700
USGS,8069000,7/7/1981,1300
USGS,8069000,7/8/1981,1500
USGS,8069000,7/9/1981,1100
USGS,8069000,7/10/1981,600
USGS,8069000,7/11/1981,400
USGS,8069000,7/12/1981,300
USGS,8069000,7/13/1981,200
USGS,8069000,7/14/1981,150
USGS,8069000,7/15/1981,110
USGS,8069000,7/16/1981,90
USGS,8069000,7/17/1981,70
USGS,8069000,7/18/1981,62
USGS,8069000,7/19/1981,54
USGS,8069000,7/20/1981,45
USGS,8069000,7/21/1981,39
USGS,8069000,7/22/1981,33
USGS,8069000,7/23/1981,29
USGS,8069000,7/24/1981,24
USGS,8069000,7/25/1981,21
USGS,8069000,7/26/1981,18
USGS,8069000,7/27/1981,23
USGS,8069000,7/28/1981,27
USGS,8069000,7/29/1981,28
USGS,8069000,7/30/1981,20
USGS,8069000,7/31/1981,13
USGS,8069000,8/1/1981,11
USGS,8069000,8/2/1981,11
USGS,8069000,8/3/1981,12
USGS,8069000,8/4/1981,11
USGS,8069000,8/5/1981,16
USGS,8069000,8/6/1981,16
USGS,8069000,8/7/1981,16
USGS,8069000,8/8/1981,11
USGS,8069000,8/9/1981,10
USGS,8069000,8/10/1981,11
USGS,8069000,8/11/1981,12
USGS,8069000,8/12/1981,26
USGS,8069000,8/13/1981,35
USGS,8069000,8/14/1981,31
USGS,8069000,8/15/1981,18
USGS,8069000,8/16/1981,13
USGS,8069000,8/17/1981,12
USGS,8069000,8/18/1981,11
USGS,8069000,8/19/1981,13
USGS,8069000,8/20/1981,16
USGS,8069000,8/21/1981,12
USGS,8069000,8/22/1981,11
USGS,8069000,8/23/1981,13
USGS,8069000,8/24/1981,12
USGS,8069000,8/25/1981,11
USGS,8069000,8/26/1981,11
USGS,8069000,8/27/1981,11
USGS,8069000,8/28/1981,11
USGS,8069000,8/29/1981,12
USGS,8069000,8/30/1981,18
USGS,8069000,8/31/1981,2240
USGS,8069000,9/1/1981,5730
USGS,8069000,9/2/1981,3380
USGS,8069000,9/3/1981,1530
USGS,8069000,9/4/1981,786
USGS,8069000,9/5/1981,360
USGS,8069000,9/6/1981,220
USGS,8069000,9/7/1981,140
USGS,8069000,9/8/1981,100
USGS,8069000,9/9/1981,75
USGS,8069000,9/10/1981,55
USGS,8069000,9/11/1981,45
USGS,8069000,9/12/1981,40
USGS,8069000,9/13/1981,35
USGS,8069000,9/14/1981,40
USGS,8069000,9/15/1981,50
USGS,8069000,9/16/1981,60
USGS,8069000,9/17/1981,65
USGS,8069000,9/18/1981,64
USGS,8069000,9/19/1981,45
USGS,8069000,9/20/1981,39
USGS,8069000,9/21/1981,39
USGS,8069000,9/22/1981,34
USGS,8069000,9/23/1981,55
USGS,8069000,9/24/1981,43
USGS,8069000,9/25/1981,34
USGS,8069000,9/26/1981,40
USGS,8069000,9/27/1981,40
USGS,8069000,9/28/1981,34
USGS,8069000,9/29/1981,29
USGS,8069000,9/30/1981,27
USGS,8069000,10/1/1981,26
USGS,8069000,10/2/1981,26
USGS,8069000,10/3/1981,27
USGS,8069000,10/4/1981,30
USGS,8069000,10/5/1981,74
USGS,8069000,10/6/1981,287
USGS,8069000,10/7/1981,373
USGS,8069000,10/8/1981,145
USGS,8069000,10/9/1981,87
USGS,8069000,10/10/1981,68
USGS,8069000,10/11/1981,57
USGS,8069000,10/12/1981,48
USGS,8069000,10/13/1981,62
USGS,8069000,10/14/1981,86
USGS,8069000,10/15/1981,145
USGS,8069000,10/16/1981,97
USGS,8069000,10/17/1981,72
USGS,8069000,10/18/1981,55
USGS,8069000,10/19/1981,37
USGS,8069000,10/20/1981,33
USGS,8069000,10/21/1981,31
USGS,8069000,10/22/1981,28
USGS,8069000,10/23/1981,25
USGS,8069000,10/24/1981,23
USGS,8069000,10/25/1981,23
USGS,8069000,10/26/1981,21
USGS,8069000,10/27/1981,23
USGS,8069000,10/28/1981,23
USGS,8069000,10/29/1981,427
USGS,8069000,10/30/1981,130
USGS,8069000,10/31/1981,91
USGS,8069000,11/1/1981,53
USGS,8069000,11/2/1981,69
USGS,8069000,11/3/1981,169
USGS,8069000,11/4/1981,69
USGS,8069000,11/5/1981,61
USGS,8069000,11/6/1981,50
USGS,8069000,11/7/1981,42
USGS,8069000,11/8/1981,33
USGS,8069000,11/9/1981,24
USGS,8069000,11/10/1981,22
USGS,8069000,11/11/1981,19
USGS,8069000,11/12/1981,25
USGS,8069000,11/13/1981,20
USGS,8069000,11/14/1981,20
USGS,8069000,11/15/1981,35
USGS,8069000,11/16/1981,31
USGS,8069000,11/17/1981,26
USGS,8069000,11/18/1981,26
USGS,8069000,11/19/1981,22
USGS,8069000,11/20/1981,20
USGS,8069000,11/21/1981,20
USGS,8069000,11/22/1981,19
USGS,8069000,11/23/1981,19
USGS,8069000,11/24/1981,18
USGS,8069000,11/25/1981,17
USGS,8069000,11/26/1981,17
USGS,8069000,11/27/1981,16
USGS,8069000,11/28/1981,15
USGS,8069000,11/29/1981,914
USGS,8069000,11/30/1981,1370
USGS,8069000,12/1/1981,931
USGS,8069000,12/2/1981,547
USGS,8069000,12/3/1981,251
USGS,8069000,12/4/1981,125
USGS,8069000,12/5/1981,76
USGS,8069000,12/6/1981,65
USGS,8069000,12/7/1981,60
USGS,8069000,12/8/1981,51
USGS,8069000,12/9/1981,46
USGS,8069000,12/10/1981,40
USGS,8069000,12/11/1981,35
USGS,8069000,12/12/1981,31
USGS,8069000,12/13/1981,29
USGS,8069000,12/14/1981,127
USGS,8069000,12/15/1981,46
USGS,8069000,12/16/1981,32
USGS,8069000,12/17/1981,35
USGS,8069000,12/18/1981,45
USGS,8069000,12/19/1981,40
USGS,8069000,12/20/1981,34
USGS,8069000,12/21/1981,42
USGS,8069000,12/22/1981,26
USGS,8069000,12/23/1981,22
USGS,8069000,12/24/1981,20
USGS,8069000,12/25/1981,19
USGS,8069000,12/26/1981,18
USGS,8069000,12/27/1981,18
USGS,8069000,12/28/1981,18
USGS,8069000,12/29/1981,17
USGS,8069000,12/30/1981,23
USGS,8069000,12/31/1981,38
USGS,8069000,1/1/1982,19
USGS,8069000,1/2/1982,18
USGS,8069000,1/3/1982,21
USGS,8069000,1/4/1982,19
USGS,8069000,1/5/1982,17
USGS,8069000,1/6/1982,17
USGS,8069000,1/7/1982,17
USGS,8069000,1/8/1982,16
USGS,8069000,1/9/1982,14
USGS,8069000,1/10/1982,15
USGS,8069000,1/11/1982,17
USGS,8069000,1/12/1982,143
USGS,8069000,1/13/1982,64
USGS,8069000,1/14/1982,46
USGS,8069000,1/15/1982,35
USGS,8069000,1/16/1982,28
USGS,8069000,1/17/1982,26
USGS,8069000,1/18/1982,22
USGS,8069000,1/19/1982,19
USGS,8069000,1/20/1982,19
USGS,8069000,1/21/1982,19
USGS,8069000,1/22/1982,19
USGS,8069000,1/23/1982,17
USGS,8069000,1/24/1982,17
USGS,8069000,1/25/1982,17
USGS,8069000,1/26/1982,15
USGS,8069000,1/27/1982,15
USGS,8069000,1/28/1982,15
USGS,8069000,1/29/1982,42
USGS,8069000,1/30/1982,147
USGS,8069000,1/31/1982,132
USGS,8069000,2/1/1982,48
USGS,8069000,2/2/1982,35
USGS,8069000,2/3/1982,32
USGS,8069000,2/4/1982,23
USGS,8069000,2/5/1982,20
USGS,8069000,2/6/1982,22
USGS,8069000,2/7/1982,20
USGS,8069000,2/8/1982,22
USGS,8069000,2/9/1982,21
USGS,8069000,2/10/1982,18
USGS,8069000,2/11/1982,18
USGS,8069000,2/12/1982,18
USGS,8069000,2/13/1982,17
USGS,8069000,2/14/1982,17
USGS,8069000,2/15/1982,17
USGS,8069000,2/16/1982,17
USGS,8069000,2/17/1982,20
USGS,8069000,2/18/1982,17
USGS,8069000,2/19/1982,15
USGS,8069000,2/20/1982,40
USGS,8069000,2/21/1982,36
USGS,8069000,2/22/1982,21
USGS,8069000,2/23/1982,19
USGS,8069000,2/24/1982,17
USGS,8069000,2/25/1982,45
USGS,8069000,2/26/1982,211
USGS,8069000,2/27/1982,79
USGS,8069000,2/28/1982,54
USGS,8069000,3/1/1982,37
USGS,8069000,3/2/1982,27
USGS,8069000,3/3/1982,22
USGS,8069000,3/4/1982,20
USGS,8069000,3/5/1982,18
USGS,8069000,3/6/1982,29
USGS,8069000,3/7/1982,27
USGS,8069000,3/8/1982,20
USGS,8069000,3/9/1982,17
USGS,8069000,3/10/1982,17
USGS,8069000,3/11/1982,16
USGS,8069000,3/12/1982,17
USGS,8069000,3/13/1982,16
USGS,8069000,3/14/1982,17
USGS,8069000,3/15/1982,18
USGS,8069000,3/16/1982,16
USGS,8069000,3/17/1982,17
USGS,8069000,3/18/1982,16
USGS,8069000,3/19/1982,17
USGS,8069000,3/20/1982,16
USGS,8069000,3/21/1982,17
USGS,8069000,3/22/1982,18
USGS,8069000,3/23/1982,52
USGS,8069000,3/24/1982,42
USGS,8069000,3/25/1982,24
USGS,8069000,3/26/1982,22
USGS,8069000,3/27/1982,112
USGS,8069000,3/28/1982,72
USGS,8069000,3/29/1982,48
USGS,8069000,3/30/1982,36
USGS,8069000,3/31/1982,31
USGS,8069000,4/1/1982,25
USGS,8069000,4/2/1982,24
USGS,8069000,4/3/1982,20
USGS,8069000,4/4/1982,18
USGS,8069000,4/5/1982,18
USGS,8069000,4/6/1982,17
USGS,8069000,4/7/1982,16
USGS,8069000,4/8/1982,16
USGS,8069000,4/9/1982,20
USGS,8069000,4/10/1982,49
USGS,8069000,4/11/1982,30
USGS,8069000,4/12/1982,21
USGS,8069000,4/13/1982,22
USGS,8069000,4/14/1982,21
USGS,8069000,4/15/1982,19
USGS,8069000,4/16/1982,18
USGS,8069000,4/17/1982,28
USGS,8069000,4/18/1982,21
USGS,8069000,4/19/1982,18
USGS,8069000,4/20/1982,249
USGS,8069000,4/21/1982,151
USGS,8069000,4/22/1982,224
USGS,8069000,4/23/1982,131
USGS,8069000,4/24/1982,295
USGS,8069000,4/25/1982,298
USGS,8069000,4/26/1982,290
USGS,8069000,4/27/1982,166
USGS,8069000,4/28/1982,73
USGS,8069000,4/29/1982,43
USGS,8069000,4/30/1982,30
USGS,8069000,5/1/1982,23
USGS,8069000,5/2/1982,21
USGS,8069000,5/3/1982,20
USGS,8069000,5/4/1982,18
USGS,8069000,5/5/1982,18
USGS,8069000,5/6/1982,61
USGS,8069000,5/7/1982,50
USGS,8069000,5/8/1982,113
USGS,8069000,5/9/1982,60
USGS,8069000,5/10/1982,33
USGS,8069000,5/11/1982,25
USGS,8069000,5/12/1982,503
USGS,8069000,5/13/1982,2000
USGS,8069000,5/14/1982,3830
USGS,8069000,5/15/1982,3470
USGS,8069000,5/16/1982,2760
USGS,8069000,5/17/1982,2120
USGS,8069000,5/18/1982,3110
USGS,8069000,5/19/1982,1960
USGS,8069000,5/20/1982,1250
USGS,8069000,5/21/1982,552
USGS,8069000,5/22/1982,480
USGS,8069000,5/23/1982,384
USGS,8069000,5/24/1982,266
USGS,8069000,5/25/1982,299
USGS,8069000,5/26/1982,267
USGS,8069000,5/27/1982,141
USGS,8069000,5/28/1982,72
USGS,8069000,5/29/1982,51
USGS,8069000,5/30/1982,44
USGS,8069000,5/31/1982,38
USGS,8069000,6/1/1982,36
USGS,8069000,6/2/1982,28
USGS,8069000,6/3/1982,24
USGS,8069000,6/4/1982,22
USGS,8069000,6/5/1982,20
USGS,8069000,6/6/1982,20
USGS,8069000,6/7/1982,20
USGS,8069000,6/8/1982,18
USGS,8069000,6/9/1982,19
USGS,8069000,6/10/1982,19
USGS,8069000,6/11/1982,21
USGS,8069000,6/12/1982,22
USGS,8069000,6/13/1982,22
USGS,8069000,6/14/1982,27
USGS,8069000,6/15/1982,23
USGS,8069000,6/16/1982,39
USGS,8069000,6/17/1982,27
USGS,8069000,6/18/1982,22
USGS,8069000,6/19/1982,26
USGS,8069000,6/20/1982,22
USGS,8069000,6/21/1982,21
USGS,8069000,6/22/1982,42
USGS,8069000,6/23/1982,25
USGS,8069000,6/24/1982,24
USGS,8069000,6/25/1982,28
USGS,8069000,6/26/1982,129
USGS,8069000,6/27/1982,51
USGS,8069000,6/28/1982,23
USGS,8069000,6/29/1982,19
USGS,8069000,6/30/1982,18
USGS,8069000,7/1/1982,20
USGS,8069000,7/2/1982,17
USGS,8069000,7/3/1982,15
USGS,8069000,7/4/1982,25
USGS,8069000,7/5/1982,19
USGS,8069000,7/6/1982,22
USGS,8069000,7/7/1982,58
USGS,8069000,7/8/1982,18
USGS,8069000,7/9/1982,15
USGS,8069000,7/10/1982,15
USGS,8069000,7/11/1982,15
USGS,8069000,7/12/1982,17
USGS,8069000,7/13/1982,25
USGS,8069000,7/14/1982,36
USGS,8069000,7/15/1982,17
USGS,8069000,7/16/1982,26
USGS,8069000,7/17/1982,26
USGS,8069000,7/18/1982,18
USGS,8069000,7/19/1982,19
USGS,8069000,7/20/1982,23
USGS,8069000,7/21/1982,39
USGS,8069000,7/22/1982,87
USGS,8069000,7/23/1982,36
USGS,8069000,7/24/1982,39
USGS,8069000,7/25/1982,39
USGS,8069000,7/26/1982,48
USGS,8069000,7/27/1982,28
USGS,8069000,7/28/1982,16
USGS,8069000,7/29/1982,48
USGS,8069000,7/30/1982,416
USGS,8069000,7/31/1982,67
USGS,8069000,8/1/1982,41
USGS,8069000,8/2/1982,27
USGS,8069000,8/3/1982,20
USGS,8069000,8/4/1982,20
USGS,8069000,8/5/1982,18
USGS,8069000,8/6/1982,16
USGS,8069000,8/7/1982,18
USGS,8069000,8/8/1982,333
USGS,8069000,8/9/1982,135
USGS,8069000,8/10/1982,143
USGS,8069000,8/11/1982,137
USGS,8069000,8/12/1982,117
USGS,8069000,8/13/1982,35
USGS,8069000,8/14/1982,27
USGS,8069000,8/15/1982,23
USGS,8069000,8/16/1982,22
USGS,8069000,8/17/1982,18
USGS,8069000,8/18/1982,21
USGS,8069000,8/19/1982,34
USGS,8069000,8/20/1982,19
USGS,8069000,8/21/1982,16
USGS,8069000,8/22/1982,18
USGS,8069000,8/23/1982,18
USGS,8069000,8/24/1982,18
USGS,8069000,8/25/1982,17
USGS,8069000,8/26/1982,17
USGS,8069000,8/27/1982,17
USGS,8069000,8/28/1982,16
USGS,8069000,8/29/1982,20
USGS,8069000,8/30/1982,18
USGS,8069000,8/31/1982,20
USGS,8069000,9/1/1982,17
USGS,8069000,9/2/1982,16
USGS,8069000,9/3/1982,42
USGS,8069000,9/4/1982,58
USGS,8069000,9/5/1982,20
USGS,8069000,9/6/1982,18
USGS,8069000,9/7/1982,19
USGS,8069000,9/8/1982,17
USGS,8069000,9/9/1982,16
USGS,8069000,9/10/1982,17
USGS,8069000,9/11/1982,16
USGS,8069000,9/12/1982,32
USGS,8069000,9/13/1982,24
