agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va
USGS,8069000,60,134260,1997,5,582.3
USGS,8069000,60,134260,1997,6,301.1
USGS,8069000,60,134260,1997,7,45.7
USGS,8069000,60,134260,1997,8,124.3
USGS,8069000,60,134260,1997,9,352.2
USGS,8069000,60,134260,1997,10,468
USGS,8069000,60,134260,1997,11,215.3
USGS,8069000,60,134260,1997,12,745
USGS,8069000,60,134260,1998,1,652.7
USGS,8069000,60,134260,1998,2,597.8
USGS,8069000,60,134260,1998,3,231.9
USGS,8069000,60,134260,1998,4,39.1
USGS,8069000,60,134260,1998,5,27.2
USGS,8069000,60,134260,1998,6,41.1
USGS,8069000,60,134260,1998,7,38.2
USGS,8069000,60,134260,1998,8,91.9
USGS,8069000,60,134260,1998,9,633.1
USGS,8069000,60,134260,1998,10,1736
USGS,8069000,60,134260,1998,11,1649
USGS,8069000,60,134260,1998,12,229.8
USGS,8069000,60,134260,1999,1,49.4
USGS,8069000,60,134260,1999,2,35.4
USGS,8069000,60,134260,1999,3,99.5
USGS,8069000,60,134260,1999,4,35.2
USGS,8069000,60,134260,1999,5,174.8
USGS,8069000,60,134260,1999,6,89.7
USGS,8069000,60,134260,1999,7,86
USGS,8069000,60,134260,1999,8,55.1
USGS,8069000,60,134260,1999,9,35.1
USGS,8069000,60,134260,1999,10,31.5
USGS,8069000,60,134260,1999,11,45.2
USGS,8069000,60,134260,1999,12,43
USGS,8069000,60,134260,2000,1,46.1
USGS,8069000,60,134260,2000,2,47.3
USGS,8069000,60,134260,2000,3,34.9
USGS,8069000,60,134260,2000,4,98.7
USGS,8069000,60,134260,2000,5,388.5
USGS,8069000,60,134260,2000,6,81.1
USGS,8069000,60,134260,2000,7,39.7
USGS,8069000,60,134260,2000,8,46.5
USGS,8069000,60,134260,2000,9,69.3
USGS,8069000,60,134260,2000,10,65.6
USGS,8069000,60,134260,2000,11,533.5
USGS,8069000,60,134260,2000,12,104
USGS,8069000,60,134260,2001,1,349.2
USGS,8069000,60,134260,2001,2,72.2
USGS,8069000,60,134260,2001,3,811.2
USGS,8069000,60,134260,2001,4,154.6
USGS,8069000,60,134260,2001,5,125.9
USGS,8069000,60,134260,2001,6,1527
USGS,8069000,60,134260,2001,7,72.3
USGS,8069000,60,134260,2001,8,144.9
USGS,8069000,60,134260,2001,9,609
USGS,8069000,60,134260,2001,10,487.3
USGS,8069000,60,134260,2001,11,121.4
USGS,8069000,60,134260,2001,12,581.4
USGS,8069000,60,134260,2002,1,76.2
USGS,8069000,60,134260,2002,2,74.6
USGS,8069000,60,134260,2002,3,61.7
USGS,8069000,60,134260,2002,4,300.3
USGS,8069000,60,134260,2002,5,48.1
USGS,8069000,60,134260,2002,6,96.5
USGS,8069000,60,134260,2002,7,192.9
USGS,8069000,60,134260,2002,8,276.7
USGS,8069000,60,134260,2002,9,237.8
USGS,8069000,60,134260,2002,10,692.9
USGS,8069000,60,134260,2002,11,1116
USGS,8069000,60,134260,2002,12,370.2
USGS,8069000,60,134260,2003,1,248.8
USGS,8069000,60,134260,2003,2,352.7
USGS,8069000,60,134260,2003,3,178.4
USGS,8069000,60,134260,2003,4,60
USGS,8069000,60,134260,2003,5,27.5
USGS,8069000,60,134260,2003,6,126.7
USGS,8069000,60,134260,2003,7,101.1
USGS,8069000,60,134260,2003,8,60.6
USGS,8069000,60,134260,2003,9,266.4
USGS,8069000,60,134260,2003,10,426.1
USGS,8069000,60,134260,2003,11,602.3
USGS,8069000,60,134260,2003,12,168.4
USGS,8069000,60,134260,2004,1,650
USGS,8069000,60,134260,2004,2,513.5
USGS,8069000,60,134260,2004,3,102.6
USGS,8069000,60,134260,2004,4,258.1
USGS,8069000,60,134260,2004,5,1051
USGS,8069000,60,134260,2004,6,848.9
USGS,8069000,60,134260,2004,7,246.4
USGS,8069000,60,134260,2004,8,135.1
USGS,8069000,60,134260,2004,9,67.8
USGS,8069000,60,134260,2004,10,118.6
USGS,8069000,60,134260,2004,11,1408
USGS,8069000,60,134260,2004,12,146.2
USGS,8069000,60,134260,2005,1,139.9
USGS,8069000,60,134260,2005,2,929.1
USGS,8069000,60,134260,2005,3,252.6
USGS,8069000,60,134260,2005,4,72.2
USGS,8069000,60,134260,2005,5,123
USGS,8069000,60,134260,2005,6,37.2
USGS,8069000,60,134260,2005,7,330.6
USGS,8069000,60,134260,2005,8,126.2
USGS,8069000,60,134260,2005,9,58.9
USGS,8069000,60,134260,2005,10,49.9
USGS,8069000,60,134260,2005,11,75.8
USGS,8069000,60,134260,2005,12,221.2
USGS,8069000,60,134260,2006,1,88
USGS,8069000,60,134260,2006,2,81.3
USGS,8069000,60,134260,2006,3,58.3
USGS,8069000,60,134260,2006,4,98.2
USGS,8069000,60,134260,2006,5,231.8
USGS,8069000,60,134260,2006,6,299.9
USGS,8069000,60,134260,2006,7,571.7
USGS,8069000,60,134260,2006,8,104.2
USGS,8069000,60,134260,2006,9,87.4
USGS,8069000,60,134260,2006,10,1287
USGS,8069000,60,134260,2006,11,91.9
USGS,8069000,60,134260,2006,12,135.1
USGS,8069000,60,134260,2007,1,638.5
USGS,8069000,60,134260,2007,2,128.7
USGS,8069000,60,134260,2007,3,629.5
USGS,8069000,60,134260,2007,4,250.3
USGS,8069000,60,134260,2007,5,502.5
USGS,8069000,60,134260,2007,6,450.6
USGS,8069000,60,134260,2007,7,980.8
USGS,8069000,60,134260,2007,8,199.4
USGS,8069000,60,134260,2007,9,132.9
USGS,8069000,60,134260,2007,10,330.5
USGS,8069000,60,134260,2007,11,407.5
USGS,8069000,60,134260,2007,12,62.6
USGS,8069000,60,134260,2008,1,243.7
USGS,8069000,60,134260,2008,2,343.7
USGS,8069000,60,134260,2008,3,180.8
USGS,8069000,60,134260,2008,4,70.5
USGS,8069000,60,134260,2008,5,200.9
USGS,8069000,60,134260,2008,6,90.8
USGS,8069000,60,134260,2008,7,87
USGS,8069000,60,134260,2008,8,286.5
USGS,8069000,60,134260,2008,9,1003
USGS,8069000,60,134260,2008,10,193.2
USGS,8069000,60,134260,2008,11,296.1
USGS,8069000,60,134260,2008,12,49.7
USGS,8069000,60,134260,2009,1,43.5
USGS,8069000,60,134260,2009,2,61.4
USGS,8069000,60,134260,2009,3,149.6
USGS,8069000,60,134260,2009,4,1392
USGS,8069000,60,134260,2009,5,450.8
USGS,8069000,60,134260,2009,6,44.7
USGS,8069000,60,134260,2009,7,114.7
USGS,8069000,60,134260,2009,8,60.7
USGS,8069000,60,134260,2009,9,140
USGS,8069000,60,134260,2009,10,709.6
USGS,8069000,60,134260,2009,11,116.7
USGS,8069000,60,134260,2009,12,373
USGS,8069000,60,134260,2010,1,205.5
USGS,8069000,60,134260,2010,2,433
USGS,8069000,60,134260,2010,3,121.6
USGS,8069000,60,134260,2010,4,121.9
USGS,8069000,60,134260,2010,5,153.4
USGS,8069000,60,134260,2010,6,77.3
USGS,8069000,60,134260,2010,7,425.9
USGS,8069000,60,134260,2010,8,64.9
USGS,8069000,60,134260,2010,9,218.2
USGS,8069000,60,134260,2010,10,32.3
USGS,8069000,60,134260,2010,11,82.1
USGS,8069000,60,134260,2010,12,68.1
USGS,8069000,60,134260,2011,1,171.2
USGS,8069000,60,134260,2011,2,48.7
USGS,8069000,60,134260,2011,3,79.4
USGS,8069000,60,134260,2011,4,35
USGS,8069000,60,134260,2011,5,39.1
USGS,8069000,60,134260,2011,6,61.8
USGS,8069000,60,134260,2011,7,56.2
USGS,8069000,60,134260,2011,8,44.6
USGS,8069000,60,134260,2011,9,55.4
USGS,8069000,60,134260,2011,10,133.6
USGS,8069000,60,134260,2011,11,118.2
USGS,8069000,60,134260,2011,12,207.4
USGS,8069000,60,134260,2012,1,295.9
USGS,8069000,60,134260,2012,2,501.1
USGS,8069000,60,134260,2012,3,443
USGS,8069000,60,134260,2012,4,94.8
USGS,8069000,60,134260,2012,5,58.2
USGS,8069000,60,134260,2012,6,180.4
USGS,8069000,60,134260,2012,7,1359
USGS,8069000,60,134260,2012,8,144.3
USGS,8069000,60,134260,2012,9,118.5
USGS,8069000,60,134260,2012,10,69.5
USGS,8069000,60,134260,2012,11,34.9
USGS,8069000,60,134260,2012,12,47
USGS,8069000,60,134260,2013,1,237.5
USGS,8069000,60,134260,2013,2,84.1
USGS,8069000,60,134260,2013,3,41
USGS,8069000,60,134260,2013,4,134.4
USGS,8069000,60,134260,2013,5,57.3
USGS,8069000,60,134260,2013,6,83
USGS,8069000,60,134260,2013,7,126.4
USGS,8069000,60,134260,2013,8,52.8
USGS,8069000,60,134260,2013,9,192.4
USGS,8069000,60,134260,2013,10,349.8
USGS,8069000,60,134260,2013,11,415.1
USGS,8069000,60,134260,2013,12,51.7
USGS,8069000,60,134260,2014,1,86.5
USGS,8069000,60,134260,2014,2,95.3
USGS,8069000,60,134260,2014,3,206.6
USGS,8069000,60,134260,2014,4,41.5
USGS,8069000,60,134260,2014,5,988.6
USGS,8069000,60,134260,2014,6,352.7
USGS,8069000,60,134260,2014,7,93.9
USGS,8069000,60,134260,2014,8,62.9
USGS,8069000,60,134260,2014,9,340.2
USGS,8069000,60,134260,2014,10,139.1
USGS,8069000,60,134260,2014,11,97.7
USGS,8069000,60,134260,2014,12,186.2
USGS,8069000,60,134260,2015,1,168.5
USGS,8069000,60,134260,2015,2,45.2
USGS,8069000,60,134260,2015,3,536
USGS,8069000,60,134260,2015,4,436.3
USGS,8069000,60,134260,2015,5,1338
USGS,8069000,60,134260,2015,6,814.8
USGS,8069000,60,134260,2015,7,127
USGS,8069000,60,134260,2015,8,131.9
USGS,8069000,60,134260,2015,9,142.8
USGS,8069000,60,134260,2015,10,417.8
USGS,8069000,60,134260,2015,11,305.8
USGS,8069000,60,134260,2015,12,329.3
USGS,8069000,60,134260,2016,1,213.4
USGS,8069000,60,134260,2016,2,118.6
USGS,8069000,60,134260,2016,3,791.6
USGS,8069000,60,134260,2016,4,2501
USGS,8069000,60,134260,2016,5,1331
USGS,8069000,60,134260,2016,6,1210
USGS,8069000,60,134260,2016,7,112.2
USGS,8069000,60,134260,2016,8,654.5
USGS,8069000,60,134260,2016,9,170.5
USGS,8069000,60,134260,2016,10,45.9
